-0.019442044585800300,0.02699700473535540,-0.00755496014958714,-0.01665281307280880,0.02180584807086840,-0.005153034998122870,-0.0535511098950578,-0.05217022176477720,0.10572133165984900,-0.29999558248256300,0.0897864470620914,0.21020913541496300,-0.25217352444744200,0.14132459610843700,0.11084892833925400,-7.9962095631045800,2.3897575264366300,2.7859420511487700,2.8205099855143400
-0.01948211785688750,0.02926222421016660,-0.00978010635312596,-0.020191628043335000,0.022244651280825200,-0.0020530232375613600,-0.016257365149617400,-0.013755310956786200,0.03001267610645230,0.025523266774386100,-0.011968361546258700,-0.013554905227751600,-0.01820634498788260,0.007031140188048550,0.011175204799870500,np.nan,np.nan,np.nan,np.nan
0.06990031317791280,-0.08026040252096860,0.01036008934270370,0.06507576839945480,-0.07265951141978210,0.0075837430201684000,-0.017006966636184200,0.053199185225258800,-0.03619221858904850,0.001701551118277340,-0.00079789076976764,-0.0009036603485093280,0.025484489177527300,-0.09947710865189170,0.07399261947423640,1.8750172915687800,-0.6575764979693510,-0.2854057486438290,-0.9320350449546190
-0.08891626129078670,0.12645518295448200,-0.03753892166382160,-0.08132412660988150,0.1049443445424880,-0.023620217932569700,0.012256500894463500,-0.026817041972032400,0.014560541077689700,-0.017866286742274400,0.008377853082527660,0.009488433659686540,0.024347738740934,-0.0014687254441096000,-0.02287901329682020,np.nan,np.nan,np.nan,np.nan
-0.0025570366521589800,-0.10218193266446600,0.1047389693166720,-0.11211670996319200,0.35178055914928200,-0.2396638491860500,0.9904537504665320,1.2905759849684200,-2.2810297354370600,0.00042538777956933500,-0.00019947269244191,-0.00022591508712733200,1.4250840571309200,-0.5099009307682740,-0.9151831263650450,3.185848755257250,0.6874927390518670,-1.536787863812950,-2.3365536304947800
-0.07252072543296650,0.04847027770745700,0.024050447725896600,-0.05318797004372320,0.057018223355221100,-0.0038302533117165000,-0.019393810165389600,-0.09675974793873200,0.11615355810402700,-0.012761633387193000,0.005984180773129370,0.0067774526138757800,-0.03704602127370320,0.015850684507296700,0.02119533676638820,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,0.26944149748518000,-1.1189624852019400,0.849520987716881,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,-0.004360367789202260,-0.00714175251217532,0.011502120301379600,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,-0.6144211066108430,0.7631083867042520,-0.1486872800947800,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,0.9182085775630340,0.02804594251054880,-0.47175943713437000,-0.47449508293906100
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,-4.625948141583860,3.9755600286381000,0.6503881130302240,-0.7142225154342250,0.7436660799056020,-0.0294435644701925,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,-0.5728757689509390,0.30074607743010300,0.27212969152064700,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,,,,0.05495374695535990,-0.14745441946372100,0.01984406063321200,0.07265661187519700
-0.17699101713498300,0.1473364594352530,0.029654557699845500,-0.15344306394570200,0.03259556273456350,0.12084750121115000,-0.009215622622533860,-0.054969399961433600,0.06418502258393050,-0.09386369751532860,0.017891817572475700,0.0759718799421555,-0.010553280548573200,0.0047306465511956800,0.0058226339973789,np.nan,np.nan,np.nan,np.nan
-1.0579518665555500,0.6846235231416610,0.3733283434138100,-0.9367577499692170,0.8721870852947020,0.06457066467474170,0.16571837870319500,-0.2711670326755310,0.10544865397115900,0.00021269388978466800,-9.9736346220955E-05,-0.00011295754356366600,0.13152971197911100,0.04124617591042320,-0.1727758878894700,0.10222497598031100,0.07401731815828760,-0.17232081825648300,-0.003921475882071400
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,0.09491451789932050,-0.11647349755266500,0.021558979653313700,-0.014590472495478300,0.022811571364045200,-0.008221098868563690,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,0.15059352452182300,-0.22511274050880200,0.07451921598652580,0.005933351684078500,0.039011092634269900,-0.04494444431835560,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,0.00021269388978466800,-9.9736346220955E-05,-0.00011295754356505900,-0.14058823767777900,0.15194033917489900,-0.011352101497344400,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,-0.25616770269125900,0.3567899888725400,-0.10062228618093700,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,-0.11881215544620200,0.08929283254517040,0.02951932290097120,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,0.5926015536269140,-10.509041907812900,4.811894161744210,5.10454619244903
np.nan,np.nan,np.nan,-0.008698676834857780,0.006393094808168320,0.0023055820266905000,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,-0.0015504888674249500,0.0012935065737706100,0.0002569822936549940,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,0.3141722295719900,0.7414095333722710,-1.0555817629448900,-0.0002552326677379300,0.00011968361548625800,0.0001355490522823520,0.016098782724927400,0.012667054017267700,-0.028765836742303500,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,-0.3694064571388600,-0.35553861913833600,0.7249450762770400,0.0038284900161635900,-0.0017952542319761000,-0.0020332357842005600,-0.0757517341694723,0.01722924477079770,0.05852248939855940,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,0.16474768308820200,-0.1822059834519280,0.07797963453413110,-0.06052133417050920
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,-0.12033159492874600,-0.13628158180238500,0.2566131767309410,-0.010502842447823900,0.0683697394696179,-0.057866897020832000,0.03116623626289950,0.03992088167228600,-0.0710871179351331,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,0.1644303473030870,0.34825141438949000,-0.5126817616930100,0.283414495662719,0.007742544904734780,-0.29115704056208100,0.04364732117664690,-0.015336031661871800,-0.028311289514692300,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,1.4828766820826700,-1.2639172791732800,-0.21895940290957300,-0.5722409111400590,0.5403251479182290,0.03191576321982760,-0.03633678413548550,0.1164018021692480,-0.08006501803380000,-0.03317348493701520,-0.004366002327312320,0.001784004767134390,0.03575548249720510
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,0.02491673326901140,0.029741842653847100,-0.05465857592282650,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,-0.004099522499933740,-0.016359770565289600,0.020459293065225900,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,0.05410118332786200,-1.0723212441825500,1.018220060854500,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,0.006689898292731680,0.008872663806005470,-0.015562562098738400,np.nan,np.nan,np.nan,np.nan
np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,-0.008010716864647870,0.08999570607162770,-0.08198498920697140,0.04196391201692360,-0.08223400295653790,0.33118452449442600,-0.29091443355451700
-0.22256591530935700,0.3961310590689350,-0.17356514375967500,-0.21460682683918100,0.3058082327712310,-0.09120140593205530,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
-0.0763172154079299,0.562601082184802,-0.48628386677688400,-0.13855866731246500,0.3986171683512950,-0.2600585010387820,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
-0.0123831495717598,0.13618477305961600,-0.12380162348796400,-0.022983681992662400,0.1417708935263100,-0.11878721153402800,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
-1.0116388192946000,0.53200665305736,0.47963216623705600,-0.7879587826847190,0.4616388286080380,0.3263199540754760,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
0.24146747080542000,-0.15941463498882900,-0.08205283581601060,0.2295116192853630,-0.14447254074530600,-0.08503907854000930,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
-0.8047691078687170,0.4556680113843670,0.3491010964873040,-0.7842586017496890,0.42511737784645300,0.35914122390320400,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
0.11995186372705200,-0.061683143689700300,-0.05826872003725690,0.11025496100538200,-0.05172811829329300,-0.05852684271198320,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
-0.35577187606100900,0.27754128658031000,0.07823058948086700,-0.3119856210779460,0.1874906796407100,0.12449494143728100,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
0.6501246474280960,-0.295792639644307,-0.3543320077853460,0.6876712405448970,-0.3299322679932270,-0.35773897255401400,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
1.2953241269983400,-2.3701891421418400,1.0748650151447100,1.214531317941500,-1.2156449442520200,0.001113626311925030,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
-0.07591866549569530,0.08868485777120460,-0.012766192275610200,-0.0696741582275717,0.08230218000278890,-0.012628021775287000,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
-0.056175612032966500,0.061815858901695100,-0.005640246868801910,-0.02736731391993020,-0.0007908929293180090,0.028158206849405200,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
0.901849239869215,-0.8953213396487210,-0.006527900217575370,0.9316584386773770,-0.9177071799216250,-0.013951258752333700,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
1.188871633368490,-0.6756949828257520,-0.5131766505417000,1.0248874531409700,-0.8671232090455530,-0.15776424409452600,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
0.4020103114243050,-0.832712185193899,0.43070187376906500,0.38614529857858200,-0.7943104925917960,0.4081651940146080,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
-1.8307292953919300,1.087775779820090,0.7429535155717770,-1.4345373168553900,0.8649107327431610,0.5696265841115060,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
-0.29695632973470100,0.4205241969185360,-0.12356786718406300,0.37792919164578500,-0.05112576964196080,-0.32680342200395100,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan
-0.010017221231107400,0.016929140165393700,-0.006911918934176190,-0.012692368849152100,0.01849426831119290,-0.005801899461969690,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan,np.nan